id;author;author-aux;author-orcid;booktitle;cdate;cdrom;cite;cite-label;crossref;editor;editor-orcid;ee;ee-type;i;journal;key;mdate;month;note;note-label;note-type;number;pages;publisher;publnr;publtype;sub;sup;title;title-bibtex;tt;url;volume;year
6704895;B. B. Amberker|B. R. Purushothama;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2013.053279;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/PurushothamaA13;2020-06-05;;;;;2;175-198;;;;;;Secure group key management scheme for simultaneous multiple groups with overlapped memberships using binomial key tree with new approach to key distribution and key computation.;;;db/journals/ijtmcc/ijtmcc1.html#PurushothamaA13;1;2013
6704896;Punam Bedi|Richa Sharma|V. Aakanksha;;0000-0002-4472-1681;;;;;;;;;https://doi.org/10.1504/IJTMCC.2013.052527;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/BediAS13;2021-10-14;;;;;1;85-103;;;;;;Trust and context view-based knowledge sharing in MANets.;;;db/journals/ijtmcc/ijtmcc1.html#BediAS13;1;2013
6704897;Ilaiah Kavati|Munaga V. N. K. Prasad;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2014.067304;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/PrasadK14;2020-06-05;;;;;3;296-308;;;;;;Hand vein authentication system using connected minutiae neighbours.;;;db/journals/ijtmcc/ijtmcc2.html#PrasadK14;2;2014
6704898;Mahmoud Mariee|Marwa Gamal|Rawya Rizk;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2013.056425;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/RizkGM13;2020-06-05;;;;;3/4;212-229;;;;;;Selective opportunistic routing based on QoS in wireless mesh network.;;;db/journals/ijtmcc/ijtmcc1.html#RizkGM13;1;2013
6704899;K. Chandrasekaran|V. Geetha;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2015.072465;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/GeethaC15;2020-06-05;;;;;1;40-73;;;;;;TFSR: trust factors evaluation-based secure routing protocol for wireless sensor network.;;;db/journals/ijtmcc/ijtmcc3.html#GeethaC15;3;2015
6704900;Christian Callegari|Gregorio Procissi|Michele Pagano|Stefano Giordano;;;;;;;;;;;https://doi.org/10.1504/IJTMCC.2016.10002840;;;Int. J. Trust. Manag. Comput. Commun.;journals/ijtmcc/CallegariGPP16;2020-06-05;;;;;3;269-290;;;;;;A secure and privacy-preserving approach to communications in smart grids.;;;db/journals/ijtmcc/ijtmcc3.html#CallegariGPP16;3;2016
6704901;Christian Hicks|Pupong Pongcharoen|Srisatja Vitayasak;;0000-0002-8059-8852|0000-0003-4825-8003;;;;;;;;;https://doi.org/10.1016/j.eswax.2019.100015;oa;;Expert Syst. Appl. X;journals/eswax/VitayasakPH19;2022-12-07;;;;;;100015;;;;;;Robust machine layout design under dynamic environment: Dynamic customer demand and machine maintenance.;;;db/journals/eswax/eswax3.html#VitayasakPH19;3;2019
6704902;Eynollah Khanjari|Nasrin Kalanat;;0000-0002-2304-1804;;;;;;;;;https://doi.org/10.1016/j.eswax.2019.100013;oa;;Expert Syst. Appl. X;journals/eswax/KalanatK19;2020-02-06;;;;;;100013;;;;;;Extracting actionable knowledge from social networks with node attributes.;;;db/journals/eswax/eswax3.html#KalanatK19;3;2019
6704903;Hamid Abdullah Jalab|Maryam Asadzadeh Kaljahi|Michael Blumenstein|Mohamad Nizam Bin Ayub|Palaiahnakote Shivakumara|Rabha W. Ibrahim|Tianping Hu|Tong Lu;;0000-0001-9341-025X|0000-0002-4823-6851|0000-0002-7051-5347|0000-0003-2504-0810;;;;;;;;;https://doi.org/10.1016/j.eswax.2019.100008;oa;;Expert Syst. Appl. X;journals/eswax/KaljahiSHJIBLA19;2022-04-27;;;;;;100008;;;;;;A geometric and fractional entropy-based method for family photo classification.;;;db/journals/eswax/eswax3.html#KaljahiSHJIBLA19;3;2019
6704904;Debahuti Mishra|Minakhi Rout|Smruti Rekha Das;;;;;;;;;;;https://doi.org/10.1016/j.eswax.2019.100016;oa;;Expert Syst. Appl. X;journals/eswax/DasMR19;2020-02-04;;;;;;100016;;;;;;Stock market prediction using Firefly algorithm with evolutionary framework optimized feature reduction for OSELM method.;;;db/journals/eswax/eswax4.html#DasMR19;4;2019
6704905;Conrad S. Tucker|Sung Hoon Lim;;0000-0001-5365-0240|0000-0001-9534-7397;;;;;;;;;https://doi.org/10.1016/j.eswax.2019.100007;oa;;Expert Syst. Appl. X;journals/eswax/LimT19;2022-10-02;;;;;;100007;;;;;;Mining Twitter data for causal links between tweets and real-world outcomes.;;;db/journals/eswax/eswax3.html#LimT19;3;2019
6704906;Chenglong Dai|Dechang Pi|Huaifeng Zhang|Jing Jiang;;0000-0002-1908-0026;;;;;;;;;https://doi.org/10.1016/j.eswax.2019.100003;oa;;Expert Syst. Appl. X;journals/eswax/JiangZPD19;2020-06-15;;;;;;100003;;;;;;A novel multi-module neural network system for imbalanced heartbeats classification.;;;db/journals/eswax/eswax1.html#JiangZPD19;1;2019
6704907;Georgios Kontonatsios|Ioannis Korkontzelos|Peter Matthew|Sally Spencer;;0000-0001-5935-4709|0000-0001-6330-7200|0000-0001-8052-2471|0000-0002-8363-0715;;;;;;;;;https://doi.org/10.1016/j.eswax.2020.100030;oa;;Expert Syst. Appl. X;journals/eswax/KontonatsiosSMK20;2021-04-09;;;;;;100030;;;;;;Using a neural network-based feature extraction method to facilitate citation screening for systematic reviews.;;;db/journals/eswax/eswax6.html#KontonatsiosSMK20;6;2020
